"1","2","3","4","5","6","7","8","9"
"","Lat","Long","Timestamp","Ax","Ay","Az","A_avg","A_gforce"
"85","22.49472167","88.39130333","1.69E+12","0.048","3.5029502","9.46395","4.338300067","1.028699964"
"86","22.49472167","88.39130333","1.69E+12","-0.21000001","3.2580001","9.580951","4.209650363","1.031796238"
"87","22.49472167","88.39130333","1.69E+12","-0.016050002","3.3060002","9.5140505","4.268000233","1.026716893"
"88","22.49472167","88.39130333","1.69E+12","-0.04695","3.4470003","8.56095","3.9870001","0.940771623"
"89","22.49472167","88.39130333","1.69E+12","0.21105","3.5740502","8.278951","4.0213504","0.919464315"
"90","22.49472167","88.39130333","1.69E+12","0.06705","3.5340002","8.655001","4.0853504","0.953001108"
"91","22.49472167","88.39130333","1.69E+12","0.261","3.52905","9.21","4.33335","1.005752159"
"92","22.49472167","88.39130333","1.69E+12","0.20295002","3.6799502","9.217051","4.366650407","1.011885131"
"93","22.49472167","88.39130333","1.69E+12","0.20295002","3.6799502","9.217051","4.366650407","1.011885131"
"94","22.49472167","88.39130333","1.69E+12","0.73005","3.4740002","9.588","4.597350067","1.042207909"
"95","22.49472167","88.39130333","1.69E+12","0.57495004","3.4360502","9.663","4.55800008","1.047077899"
"96","22.49472167","88.39130333","1.69E+12","0.261","3.6390002","9.33705","4.412350067","1.021867202"
"97","22.49472167","88.39130333","1.69E+12","0.45000002","3.6130502","9.208051","4.423700407","1.009353638"
"98","22.49472167","88.39130333","1.69E+12","0.62700003","3.6460502","9.162001","4.47835041","1.00721127"
"99","22.49472167","88.39130333","1.69E+12","0.62700003","3.69195","9.17205","4.49700001","1.009895463"
"100","22.49472167","88.39130333","1.69E+12","0.10305001","3.7920003","9.237","4.377350103","1.017899322"
"101","22.49472167","88.39130333","1.69E+12","0.14805001","3.831","9.0400505","4.33970017","1.00096016"
"102","22.49472167","88.39130333","1.69E+12","0.14805001","3.831","9.0400505","4.33970017","1.00096016"
"103","22.49472167","88.39130333","1.69E+12","0.55305004","3.7369502","8.877001","4.389000413","0.983422335"
"104","22.49472167","88.39130333","1.69E+12","0.84300005","3.6100502","8.748","4.400350083","0.96851019"
"105","22.49472167","88.39130333","1.69E+12","0.87900007","3.8689501","8.78205","4.510000057","0.982333461"
"106","22.49472167","88.39130333","1.69E+12","-0.20700002","4.1850004","8.566051","4.18135046","0.972064031"
"107","22.49472167","88.39130333","1.69E+12","-0.44205","4.39605","8.370001","4.108000333","0.964785253"
"108","22.49472167","88.39130333","1.69E+12","0.057000004","4.3309503","8.466001","4.284650435","0.969383868"
"109","22.49472167","88.39130333","1.69E+12","0.057000004","4.3549504","8.037001","4.149650468","0.931828514"
"110","22.49472167","88.39130333","1.69E+12","-0.28905","4.41195","7.80495","3.97595","0.914402619"
"111","22.49472167","88.39130333","1.69E+12","-0.28905","4.41195","7.80495","3.97595","0.914402619"
"112","22.49472167","88.39130333","1.69E+12","-0.57795","4.518","8.181001","4.040350333","0.954485194"
"113","22.49472167","88.39130333","1.69E+12","-0.813","4.2520504","8.797951","4.079000467","0.999525759"
"114","22.49472167","88.39130333","1.69E+12","-0.20295002","4.39305","8.899051","4.363050327","1.011864256"
"115","22.49472167","88.39130333","1.69E+12","-0.23595001","4.18695","9.306001","4.41900033","1.040494018"
"116","22.49472167","88.39130333","1.69E+12","-0.56595004","4.2400503","9.529051","4.40105042","1.064745063"
"117","22.49472167","88.39130333","1.69E+12","-0.66","4.37895","9.208051","4.309000333","1.041547726"
"118","22.49472167","88.39130333","1.69E+12","-0.43995002","4.3879504","8.335951","4.09465046","0.961322624"
"119","22.49472167","88.39130333","1.69E+12","-0.78900003","4.4820004","8.415","4.036000123","0.975205835"
"120","22.49472167","88.39130333","1.69E+12","-0.78900003","4.4820004","8.415","4.036000123","0.975205835"
"121","22.49472167","88.39130333","1.69E+12","-1.00695","4.5540004","8.83695","4.128000133","1.018575396"
"122","22.49472167","88.39130333","1.69E+12","-0.58995","4.4430003","9.804001","4.552350433","1.098870791"
"123","22.49472167","88.39130333","1.69E+12","-0.59295005","4.52505","9.3490505","4.42705015","1.060497532"
"124","22.49472167","88.39130333","1.69E+12","-0.52095","4.329","9.241051","4.349700333","1.041595848"
"125","22.49472167","88.39130333","1.69E+12","-0.14505","4.0410004","9.43305","4.443000133","1.04619717"
"126","22.49472167","88.39130333","1.69E+12","0.049950004","3.7489502","9.65505","4.484650068","1.055806987"
"127","22.49472167","88.39130333","1.69E+12","-0.60195005","3.79905","8.31495","3.837349983","0.933896411"
"128","22.49472167","88.39130333","1.69E+12","-0.66195005","3.9240003","8.166","3.809350083","0.925996444"
"129","22.49472167","88.39130333","1.69E+12","-0.66195005","3.9240003","8.166","3.809350083","0.925996444"
"130","22.49472167","88.39130333","1.69E+12","-0.66195005","4.26195","8.868","4.155999983","1.005222029"
"131","22.49472167","88.39130333","1.69E+12","-0.25500003","4.26405","9.250951","4.420000323","1.038691676"
"132","22.49472167","88.39130333","1.69E+12","-0.16905001","3.6850502","9.186001","4.234000397","1.009075394"
"133","22.49472167","88.39130333","1.69E+12","0.00705","3.8430002","8.779051","4.2097004","0.976895171"
"134","22.49472167","88.39130333","1.69E+12","0.44805002","3.6150002","8.619","4.227350073","0.953837268"
"135","22.49472167","88.39130333","1.69E+12","0.61800003","3.21495","9.12195","4.31830001","0.987934305"
"136","22.49472167","88.39130333","1.69E+12","0.177","2.9539502","9.426001","4.1856504","1.007095572"
"137","22.49472167","88.39130333","1.69E+12","-0.109050006","3.4429502","8.86305","4.065650065","0.969308299"
"138","22.49472167","88.39130333","1.69E+12","-0.109050006","3.4429502","8.86305","4.065650065","0.969308299"
"139","22.49472167","88.39130333","1.69E+12","0.00195","3.6079502","8.829","4.146300067","0.972247035"
"140","22.49472167","88.39130333","1.69E+12","0.76905006","3.1980002","9.43305","4.466700087","1.018353601"
"141","22.49472167","88.39130333","1.69E+12","-0.24300002","3.6319501","9.74205","4.377000027","1.060131188"
"142","22.49472167","88.39130333","1.69E+12","-0.897","3.83505","9.471001","4.136350333","1.045595705"
"143","22.49472167","88.39130333","1.69E+12","-0.68595004","4.0750504","9.222","4.20370012","1.03012594"
"144","22.49472167","88.39130333","1.69E+12","0.043050002","3.83295","8.431951","4.102650334","0.944174472"
"145","22.49472167","88.39130333","1.69E+12","0.36600003","3.2730002","9.13095","4.256650077","0.989473653"
"146","22.49472167","88.39130333","1.69E+12","-0.07095","3.3780003","9.648001","4.318350433","1.04205061"
"147","22.49472167","88.39130333","1.69E+12","-0.07095","3.3780003","9.648001","4.318350433","1.04205061"
"148","22.49472167","88.39130333","1.69E+12","-0.60195005","3.6649501","9.675","4.246000017","1.056410686"
"149","22.49472167","88.39130333","1.69E+12","-0.66495","3.7489502","9.474","4.186000067","1.040821454"
"150","22.49472167","88.39130333","1.69E+12","0.048","3.4000502","9.082951","4.1770004","0.988643201"
"151","22.49472167","88.39130333","1.69E+12","0.031050002","3.25095","9.069","4.117000001","0.982072058"
"152","22.49472167","88.39130333","1.69E+12","-0.231","3.31095","8.953951","4.011300333","0.973424323"
"153","22.49472167","88.39130333","1.69E+12","-0.35295","3.5119503","8.896951","4.018650433","0.975690701"
"154","22.49472167","88.39130333","1.69E+12","-0.531","3.9499502","9.045","4.154650067","1.007556919"
"155","22.49472167","88.39130333","1.69E+12","-0.59505004","3.92895","9.30405","4.212649987","1.031306638"
"156","22.49472167","88.39130333","1.69E+12","-0.59505004","3.92895","9.30405","4.212649987","1.031306638"
"157","22.49472167","88.39130333","1.69E+12","-0.71505004","3.9100502","9.61995","4.271650053","1.061040292"
"158","22.49472167","88.39130333","1.69E+12","-0.531","3.4669502","9.562051","4.1660004","1.038227796"
"159","22.49472167","88.39130333","1.69E+12","-0.82695","3.3970501","8.892","3.820700033","0.973971095"
"160","22.49472167","88.39130333","1.69E+12","-0.59295005","3.5410502","8.797951","3.915350383","0.968638675"
"161","22.49472167","88.39130333","1.69E+12","-0.6","3.35595","9.196051","3.984000333","0.99975918"
"162","22.49472167","88.39130333","1.69E+12","-0.84195006","3.18405","9.259951","3.867350313","1.001856451"
"163","22.49472167","88.39130333","1.69E+12","0.46905002","1.94895","9.71805","4.045350007","1.011482804"
"164","22.49472167","88.39130333","1.69E+12","1.065","1.422","10.10805","4.19835","1.04617645"
"165","22.49472167","88.39130333","1.69E+12","1.065","1.422","10.10805","4.19835","1.04617645"
"166","22.49472167","88.39130333","1.69E+12","0.73005","1.9770001","9.991051","4.232700367","1.04086708"
"167","22.49472167","88.39130333","1.69E+12","0.21495001","2.6839502","9.28005","4.05965007","0.984991825"
"168","22.49472167","88.39130333","1.69E+12","-1.3920001","2.94495","9.60795","3.720299967","1.034159242"
"169","22.49472167","88.39130333","1.69E+12","-0.85095006","2.8230002","9.63405","3.868700047","1.027027116"
"170","22.49472167","88.39130333","1.69E+12","-0.12105001","2.86995","9.47595","4.074949997","1.009353944"
"171","22.49472167","88.39130333","1.69E+12","0.156","3.1030502","9.16695","4.142000067","0.986663066"
"172","22.49472167","88.39130333","1.69E+12","-1.491","2.87805","10.73805","4.0417","1.143383643"
"173","22.49472167","88.39130333","1.69E+12","-0.01305","3.4069502","8.415","3.936300067","0.925436278"
"174","22.49472167","88.39130333","1.69E+12","-0.01305","3.4069502","8.415","3.936300067","0.925436278"
"175","22.49472167","88.39130333","1.69E+12","-0.94500005","4.02","7.3429503","3.472650083","0.858767436"
"176","22.49472167","88.39130333","1.69E+12","-0.52305","3.426","8.32905","3.744","0.919604014"
"177","22.49472167","88.39130333","1.69E+12","-0.052050002","2.667","9.330001","3.981650333","0.989178422"
"178","22.49472167","88.39130333","1.69E+12","-0.59295005","2.87295","9.547951","3.942650317","1.018188919"
"179","22.49472167","88.39130333","1.69E+12","-1.04295","3.0979502","9.55305","3.869350067","1.029237666"
"180","22.49472167","88.39130333","1.69E+12","-0.87105006","3.0859501","9.354","3.856300013","1.007985029"
"181","22.49472167","88.39130333","1.69E+12","0.27105","3.1050003","9.033","4.1363501","0.974067772"
"182","22.49472167","88.39130333","1.69E+12","-0.20505","3.1189501","9.45195","4.121950033","1.014817847"
"183","22.49472167","88.39130333","1.69E+12","-0.20505","3.1189501","9.45195","4.121950033","1.014817847"
"184","22.49472167","88.39130333","1.69E+12","-0.27405003","3.28905","9.8209505","4.278650157","1.05613619"
"185","22.49472167","88.39130333","1.69E+12","-0.52305","3.31095","9.924001","4.237300333","1.0677692"
"186","22.49472167","88.39130333","1.69E+12","-0.246","3.1549501","9.576","4.161650033","1.02806687"
"187","22.49472167","88.39130333","1.69E+12","0.055050004","3.2220001","9.318001","4.198350368","1.005044411"
"188","22.49472167","88.39130333","1.69E+12","-0.10395","3.32505","9.177","4.1327","0.995041497"
"189","22.49472167","88.39130333","1.69E+12","-0.25005","3.3760502","9.102","4.076000067","0.989924648"
"190","22.49472167","88.39130333","1.69E+12","-0.078","3.17895","9.259951","4.120300333","0.998036228"
"191","22.49472167","88.39130333","1.69E+12","-0.13800001","3.1669502","9.28005","4.103000063","0.999645837"
"192","22.49472167","88.39130333","1.69E+12","-0.13800001","3.1669502","9.28005","4.103000063","0.999645837"
"193","22.49472167","88.39130333","1.69E+12","-0.147","3.18195","9.238951","4.091300333","0.99619236"
"194","22.49472167","88.39130333","1.69E+12","-0.21405001","3.249","9.088051","4.04100033","0.984070265"
"195","22.49472167","88.39130333","1.69E+12","0.01905","3.3450003","9.20505","4.1897001","0.998368488"
"196","22.49472167","88.39130333","1.69E+12","0.043050002","3.3780003","9.394951","4.272000434","1.017724688"
"197","22.49472167","88.39130333","1.69E+12","0.081","3.3679502","9.52095","4.323300067","1.029501812"
"198","22.49472167","88.39130333","1.69E+12","0.031050002","3.4000502","9.50205","4.311050067","1.028755246"
"199","22.49472167","88.39130333","1.69E+12","-0.109050006","3.39","9.271951","4.184300331","1.006406212"
"200","22.49472167","88.39130333","1.69E+12","-0.11400001","3.4120502","9.201","4.166350063","1.00040197"
"201","22.49472167","88.39130333","1.69E+12","-0.11400001","3.4120502","9.201","4.166350063","1.00040197"
"202","22.49472167","88.39130333","1.69E+12","-0.07095","3.3760502","9.069","4.124700067","0.986469693"
"203","22.49472167","88.39130333","1.69E+12","0.01905","3.4450502","9.17895","4.214350067","0.999406267"
"204","22.49472167","88.39130333","1.69E+12","0.16005","3.5050502","9.45195","4.372350067","1.027745149"
"205","22.49472167","88.39130333","1.69E+12","0.22005","3.49305","9.471001","4.394700333","1.029257231"
"206","22.49472167","88.39130333","1.69E+12","0.165","3.486","9.153001","4.268000333","0.998548078"
"207","22.49472167","88.39130333","1.69E+12","-0.034950003","3.555","8.755051","4.091700332","0.963236219"
"208","22.49472167","88.39130333","1.69E+12","0.028950002","3.6130502","9.354","4.332000067","1.022179029"
"209","22.49472167","88.39130333","1.69E+12","0.07395","3.5670002","9.567","4.402650067","1.040836359"
"210","22.49472167","88.39130333","1.69E+12","0.07395","3.5670002","9.567","4.402650067","1.040836359"
"211","22.49472167","88.39130333","1.69E+12","0.33495003","3.7080002","9.43305","4.492000077","1.033761226"
"212","22.49472167","88.39130333","1.69E+12","0.13905","3.8520002","9.306001","4.4323504","1.026776823"
"213","22.49472167","88.39130333","1.69E+12","0.156","3.6679502","9.15795","4.327300067","1.00575127"
"214","22.49472167","88.39130333","1.69E+12","0.52395004","3.8089502","8.797951","4.376950413","0.978734312"
"215","22.49472167","88.39130333","1.69E+12","0.60300004","3.25605","8.676001","4.178350347","0.946632692"
"216","22.49472167","88.39130333","1.69E+12","1.092","3.9310503","8.592","4.5383501","0.96956893"
"217","22.49472167","88.39130333","1.69E+12","0.342","3.76395","8.722051","4.276000333","0.968981301"
"218","22.49472167","88.39130333","1.69E+12","-0.045","3.6319501","9.63405","4.407000033","1.049543215"
"219","22.49472167","88.39130333","1.69E+12","-0.045","3.6319501","9.63405","4.407000033","1.049543215"
"220","22.49472167","88.39130333","1.69E+12","0.45495003","3.96705","10.03905","4.82035001","1.101327887"
"221","22.49472167","88.39130333","1.69E+12","0.29700002","3.7420502","10.144051","4.727700407","1.102581704"
"222","22.49472167","88.39130333","1.69E+12","0.12900001","3.4399502","9.76095","4.44330007","1.05506332"
"223","22.49472167","88.39130333","1.69E+12","0.141","3.48795","8.581051","4.070000333","0.944333795"
"224","22.49472167","88.39130333","1.69E+12","0.27495003","3.5479503","8.581051","4.134650443","0.946959315"
"225","22.49472167","88.39130333","1.69E+12","0.097950004","3.4639502","8.68095","4.080950068","0.952808874"
"226","22.49472167","88.39130333","1.69E+12","-0.054","3.35595","8.755051","4.019000333","0.955796711"
"227","22.49472167","88.39130333","1.69E+12","-0.84900004","3.6730502","9.474","4.099350053","1.039399386"
"228","22.49472167","88.39130333","1.69E+12","-0.84900004","3.6730502","9.474","4.099350053","1.039399386"
"229","22.49472167","88.39130333","1.69E+12","-0.37500003","3.4690502","9.81795","4.304000057","1.062135842"
"230","22.49472167","88.39130333","1.69E+12","0.00705","3.4020002","9.486","4.298350067","1.027277424"
"231","22.49472167","88.39130333","1.69E+12","0.29895002","3.3970501","9.031051","4.242350373","0.984042352"
"232","22.49472167","88.39130333","1.69E+12","0.12705001","3.732","8.24505","4.034700003","0.9226537"
"233","22.49472167","88.39130333","1.69E+12","-0.08505","3.9529502","8.49705","4.121650067","0.955343652"
"234","22.49472167","88.39130333","1.69E+12","0.23505001","4.11795","8.904","4.419000003","1.000300656"
"235","22.49472167","88.39130333","1.69E+12","0.78000003","3.89805","9.15795","4.61200001","1.017690986"
"236","22.49472167","88.39130333","1.69E+12","0.24405001","3.4759502","9.81795","4.51265007","1.061973701"
"237","22.49472167","88.39130333","1.69E+12","0.24405001","3.4759502","9.81795","4.51265007","1.061973701"
"238","22.49472167","88.39130333","1.69E+12","0.66105","3.6010501","9.568951","4.610350367","1.044389008"
"239","22.49472167","88.39130333","1.69E+12","0.90300006","3.4399502","9.529051","4.62400042","1.036810402"
"240","22.49472167","88.39130333","1.69E+12","0.77805007","3.2659502","9.4470005","4.497000257","1.022002768"
"241","22.49472167","88.39130333","1.69E+12","0.35700002","3.4980001","8.63805","4.16435004","0.950690382"
"242","22.49472167","88.39130333","1.69E+12","-0.31695002","3.8689501","8.262","3.938000027","0.930532103"
"243","22.49472167","88.39130333","1.69E+12","-0.873","3.66105","8.38395","3.724","0.936798817"
"244","22.49472167","88.39130333","1.69E+12","-0.75795","3.2610002","8.944051","3.8157004","0.973507954"
"245","22.49472167","88.39130333","1.69E+12","-0.37305","3.4140003","9.913951","4.318300433","1.069515674"
"246","22.49472167","88.39130333","1.69E+12","-0.37305","3.4140003","9.913951","4.318300433","1.069515674"
"247","22.49472167","88.39130333","1.69E+12","-0.717","3.3589501","9.50205","4.048000033","1.029943052"
"248","22.49472167","88.39130333","1.69E+12","-0.37695003","3.28695","10.243951","4.384650323","1.097346986"
"249","22.49472167","88.39130333","1.69E+12","-0.078","3.2299502","10.189051","4.4470004","1.089605792"
"250","22.49472167","88.39130333","1.69E+12","-0.022950001","3.61995","9.129001","4.242000333","1.001075546"
"251","22.49472167","88.39130333","1.69E+12","-0.39195","3.1240501","10.074","4.268700033","1.075898319"
"252","22.49472167","88.39130333","1.69E+12","0.36405003","3.2320502","10.477051","4.69105041","1.118276323"
"253","22.49472167","88.39130333","1.69E+12","0.37605003","3.213","9.868951","4.486000343","1.05867624"
"254","22.49472167","88.39130333","1.69E+12","-0.49905002","3.4789503","7.8840003","3.621300193","0.879907721"
"255","22.49472167","88.39130333","1.69E+12","-0.49905002","3.4789503","7.8840003","3.621300193","0.879907721"
"256","22.49472167","88.39130333","1.69E+12","-0.21000001","3.37995","7.8430505","3.671000163","0.870838643"
"257","22.49472167","88.39130333","1.69E+12","0.34500003","3.39","8.08005","3.93835001","0.893901066"
"258","22.49472167","88.39130333","1.69E+12","0.50295","3.35595","8.146951","4.001950333","0.899635826"
"259","22.49472167","88.39130333","1.69E+12","-0.025050001","3.0550501","9.12405","4.051350033","0.980832508"
"260","22.49472167","88.39130333","1.69E+12","0.28995","3.1030502","10.015051","4.4693504","1.069191359"
"261","22.49472167","88.39130333","1.69E+12","0.27105","3.2010002","10.58205","4.684700067","1.127310635"
"262","22.49472167","88.39130333","1.69E+12","0.112950005","3.2080503","10.486051","4.602350435","1.117878232"
"263","22.49472167","88.39130333","1.69E+12","0.97905004","3.61995","9.16005","4.586350013","1.008963687"
"264","22.49472167","88.39130333","1.69E+12","0.97905004","3.61995","9.16005","4.586350013","1.008963687"
"265","22.49472167","88.39130333","1.69E+12","1.07295","4.0290003","8.655001","4.585650433","0.979299712"
"266","22.49472167","88.39130333","1.69E+12","0.56295","4.1940002","8.26395","4.340300067","0.946418377"
"267","22.49472167","88.39130333","1.69E+12","0.31395","4.0680003","7.9099503","4.0973002","0.90726331"
"268","22.49472167","88.39130333","1.69E+12","1.2400501","3.8710501","8.985001","4.6987004","1.005269457"
