"1","2","3","4","5","6","7","8","9"
"","Lat","Long","Timestamp","Ax","Ay","Az","A_avg","A_gforce"
"930","22.49472167","88.39130333","1.69E+12","0.27795002","2.73405","9.102","4.038000007","0.969196998"
"931","22.49472167","88.39130333","1.69E+12","0.41205","2.7240002","8.76","3.965350067","0.936086034"
"932","22.49472167","88.39130333","1.69E+12","0.63705003","2.4109502","8.62605","3.891350077","0.91531783"
"933","22.49472167","88.39130333","1.69E+12","0.606","2.67405","8.932051","4.070700333","0.952437331"
"934","22.49472167","88.39130333","1.69E+12","0.57195","2.868","9.74205","4.394","1.036853544"
"935","22.49472167","88.39130333","1.69E+12","0.63705003","2.7240002","10.6369505","4.666000243","1.121169141"
"936","22.49472167","88.39130333","1.69E+12","0.57195","2.5090501","10.51305","4.531350033","1.103306011"
"937","22.49472167","88.39130333","1.69E+12","0.59895","2.6119502","9.706051","4.3056504","1.026420309"
"938","22.49472167","88.39130333","1.69E+12","0.49800003","2.63805","9.208051","4.114700343","0.977719597"
"939","22.49472167","88.39130333","1.69E+12","0.49800003","2.63805","9.208051","4.114700343","0.977719597"
"940","22.49472167","88.39130333","1.69E+12","0.37800002","2.667","9.073951","4.03965034","0.964864839"
"941","22.49472167","88.39130333","1.69E+12","0.294","2.7630002","9.114","4.057000067","0.971268897"
"942","22.49472167","88.39130333","1.69E+12","0.42600003","2.83905","9.47595","4.24700001","1.009304604"
"943","22.49472167","88.39130333","1.69E+12","0.40005","2.91105","9.031051","4.114050333","0.968099821"
"944","22.49472167","88.39130333","1.69E+12","0.045","2.775","9.852","4.224","1.043369595"
"945","22.49472167","88.39130333","1.69E+12","0.294","2.8900502","10.13895","4.441000067","1.07511739"
"946","22.49472167","88.39130333","1.69E+12","0.51000005","2.73195","8.944051","4.06200035","0.95472778"
"947","22.49472167","88.39130333","1.69E+12","0.37800002","2.8270502","8.964001","4.056350407","0.958901925"
"948","22.49472167","88.39130333","1.69E+12","0.37800002","2.8270502","8.964001","4.056350407","0.958901925"
"949","22.49472167","88.39130333","1.69E+12","0.37605003","2.9490001","9.47805","4.267700043","1.012573929"
"950","22.49472167","88.39130333","1.69E+12","0.55095005","2.9179502","9.49995","4.322950083","1.014601646"
"951","22.49472167","88.39130333","1.69E+12","0.31605002","2.7840002","9.77805","4.292700073","1.036857139"
"952","22.49472167","88.39130333","1.69E+12","0.25095","2.8249502","9.979051","4.3516504","1.05751644"
"953","22.49472167","88.39130333","1.69E+12","0.321","2.8920002","9.739051","4.3173504","1.036130379"
"954","22.49472167","88.39130333","1.69E+12","0.38805002","2.8470001","9.31995","4.18500004","0.994171058"
"955","22.49472167","88.39130333","1.69E+12","0.57495004","3.11505","9.208051","4.299350347","0.992627384"
"956","22.49472167","88.39130333","1.69E+12","0.50505","3.0550501","9.15495","4.238350033","0.985162689"
"957","22.49472167","88.39130333","1.69E+12","0.50505","3.0550501","9.15495","4.238350033","0.985162689"
"958","22.49472167","88.39130333","1.69E+12","0.39495003","3.0670502","9.09","4.184000077","0.97875722"
"959","22.49472167","88.39130333","1.69E+12","0.33795002","3.15105","8.997001","4.16200034","0.972358202"
"960","22.49472167","88.39130333","1.69E+12","0.56700003","3.0000002","9.64095","4.402650077","1.030869907"
"961","22.49472167","88.39130333","1.69E+12","0.37800002","2.9950502","9.816001","4.396350407","1.04686207"
"962","22.49472167","88.39130333","1.69E+12","0.22695","2.976","9.81795","4.3403","1.046033615"
"963","22.49472167","88.39130333","1.69E+12","0.24195","3.177","9.696","4.37165","1.040376205"
"964","22.49472167","88.39130333","1.69E+12","0.558","3.1360502","9.59595","4.430000067","1.030663369"
"965","22.49472167","88.39130333","1.69E+12","0.333","3.18705","9.483001","4.334350333","1.020363859"
"966","22.49472167","88.39130333","1.69E+12","0.333","3.18705","9.483001","4.334350333","1.020363859"
"967","22.49472167","88.39130333","1.69E+12","0.120000005","3.3420002","9.576","4.346000068","1.033958483"
"968","22.49472167","88.39130333","1.69E+12","0.03795","3.321","9.535951","4.298300333","1.029333766"
"969","22.49472167","88.39130333","1.69E+12","-0.22905001","3.2770503","9.238951","4.09565043","0.999551202"
"970","22.49472167","88.39130333","1.69E+12","0.95505005","3.318","8.86095","4.378000017","0.969405988"
"971","22.49472167","88.39130333","1.69E+12","1.7839501","2.4180002","10.05105","4.7510001","1.069378772"
"972","22.49472167","88.39130333","1.69E+12","0.70905006","3.1270502","9.864","4.566700087","1.057294903"
"973","22.49472167","88.39130333","1.69E+12","0.73305005","3.8380501","9.66495","4.74535005","1.062684406"
"974","22.49472167","88.39130333","1.69E+12","0.20595","4.137","8.85795","4.4003","0.99679629"
"975","22.49472167","88.39130333","1.69E+12","0.20595","4.137","8.85795","4.4003","0.99679629"
"976","22.49472167","88.39130333","1.69E+12","0.53895","4.17105","8.290951","4.333650333","0.947672348"
"977","22.49472167","88.39130333","1.69E+12","0.54795","4.09905","8.487","4.378","0.962380722"
"978","22.49472167","88.39130333","1.69E+12","0.81600004","3.831","8.51805","4.388350013","0.955706246"
"979","22.49472167","88.39130333","1.69E+12","2.229","4.3000503","8.47995","5.0030001","0.995481742"
"980","22.49472167","88.39130333","1.69E+12","2.3149502","4.7140503","7.6009502","4.876650233","0.941775262"
"981","22.49472167","88.39130333","1.69E+12","2.739","4.032","7.7430005","4.838000167","0.932669917"
"982","22.49472167","88.39130333","1.69E+12","2.14995","4.08705","8.643001","4.960000333","0.99891681"
"983","22.49472167","88.39130333","1.69E+12","2.9539502","4.479","8.50395","5.312300067","1.024981629"
"984","22.49472167","88.39130333","1.69E+12","2.9539502","4.479","8.50395","5.312300067","1.024981629"
"985","22.49472167","88.39130333","1.69E+12","2.8300502","4.6210504","8.49705","5.3160502","1.027304222"
"986","22.49472167","88.39130333","1.69E+12","2.6100001","4.42695","8.590051","5.209000367","1.020381571"
"987","22.49472167","88.39130333","1.69E+12","2.634","4.13205","9.076051","5.280700333","1.05141518"
"988","22.49472167","88.39130333","1.69E+12","2.7220502","4.257","8.50905","5.162700067","1.008790886"
"989","22.49472167","88.39130333","1.69E+12","2.4090002","4.24695","8.382","5.012650067","0.988827885"
"990","22.49472167","88.39130333","1.69E+12","2.70105","4.2379503","7.8220506","4.9203503","0.947740194"
"991","22.49472167","88.39130333","1.69E+12","3.0000002","4.1800504","9.186001","5.455350533","1.073271239"
"992","22.49472167","88.39130333","1.69E+12","2.7130501","4.1989503","8.35095","5.087650133","0.992145113"
"993","22.49472167","88.39130333","1.69E+12","2.7130501","4.1989503","8.35095","5.087650133","0.992145113"
"994","22.49472167","88.39130333","1.69E+12","2.8849502","4.2499504","8.001","5.0453002","0.969209474"
"995","22.49472167","88.39130333","1.69E+12","3.00705","4.29705","8.274","5.1927","0.99859603"
"996","22.49472167","88.39130333","1.69E+12","3.0169501","4.2520504","8.4199505","5.229650333","1.009521697"
"997","22.49472167","88.39130333","1.69E+12","2.6580002","4.125","8.797951","5.1936504","1.026906538"
"998","22.49472167","88.39130333","1.69E+12","2.59995","4.11495","8.602051","5.105650333","1.007514337"
"999","22.49472167","88.39130333","1.69E+12","2.8129501","4.4149504","8.563951","5.2639505","1.023161809"
"1000","22.49472167","88.39130333","1.69E+12","2.7199502","4.2109504","8.50905","5.1466502","1.006721575"
"1001","22.49472167","88.39130333","1.69E+12","2.01795","3.83505","8.193001","4.682000333","0.944800694"
"1002","22.49472167","88.39130333","1.69E+12","2.01795","3.83505","8.193001","4.682000333","0.944800694"
"1003","22.49472167","88.39130333","1.69E+12","1.8580501","4.06995","8.205","4.711000033","0.952653072"
"1004","22.49472167","88.39130333","1.69E+12","2.35095","3.7159503","9.639001","5.235300433","1.079979823"
"1005","22.49472167","88.39130333","1.69E+12","2.2339501","3.41595","10.066951","5.238950367","1.107329976"
"1006","22.49472167","88.39130333","1.69E+12","1.4629501","3.627","9.316051","4.802000367","1.029935834"
"1007","22.49472167","88.39130333","1.69E+12","1.3789501","3.6340501","9.232051","4.7483504","1.021092268"
"1008","22.49472167","88.39130333","1.69E+12","1.2430501","3.72795","9.00195","4.657650033","1.001255438"
"1009","22.49472167","88.39130333","1.69E+12","1.02705","3.5959501","8.2240505","4.2823502","0.920939579"
"1010","22.49472167","88.39130333","1.69E+12","0.32805002","2.97795","9.28005","4.195350007","0.994054357"
"1011","22.49472167","88.39130333","1.69E+12","0.32805002","2.97795","9.28005","4.195350007","0.994054357"
"1012","22.49472167","88.39130333","1.69E+12","0.64605004","3.3970501","9.904051","4.64905038","1.069353251"
"1013","22.49472167","88.39130333","1.69E+12","0.42900002","3.2970002","9.403951","4.376650407","1.01675785"
"1014","22.49472167","88.39130333","1.69E+12","-0.15195","3.00705","8.961","3.9387","0.963639568"
"1015","22.49472167","88.39130333","1.69E+12","0.29205","2.8990502","9.27705","4.156050067","0.991219105"
"1016","22.49472167","88.39130333","1.69E+12","0.40905002","3.0960002","9.44205","4.315700073","1.013770807"
"1017","22.49472167","88.39130333","1.69E+12","0.522","3.117","9.531","4.39","1.023580156"
"1018","22.49472167","88.39130333","1.69E+12","0.82605004","2.9929502","8.920051","4.246350413","0.9627898"
"1019","22.49472167","88.39130333","1.69E+12","1.19895","3.354","8.896951","4.483300333","0.976906326"
"1020","22.49472167","88.39130333","1.69E+12","1.19895","3.354","8.896951","4.483300333","0.976906326"
"1021","22.49472167","88.39130333","1.69E+12","1.434","3.8190002","8.961","4.738000067","1.003653799"
"1022","22.49472167","88.39130333","1.69E+12","1.3069501","3.4740002","9.177","4.6526501","1.009092579"
"1023","22.49472167","88.39130333","1.69E+12","1.70895","3.1390502","8.628","4.492000067","0.951985635"
"1024","22.49472167","88.39130333","1.69E+12","1.72905","2.60205","9.567","4.6327","1.025910539"
"1025","22.49472167","88.39130333","1.69E+12","1.4820001","2.43705","10.306951","4.742000367","1.090146159"
"1026","22.49472167","88.39130333","1.69E+12","0.78000003","3.00195","9.40695","4.39630001","1.009693192"
"1027","22.49472167","88.39130333","1.69E+12","0.93600005","2.7270002","8.98995","4.217650083","0.962381791"
"1028","22.49472167","88.39130333","1.69E+12","1.5010501","2.4829502","9.45705","4.4803501","1.008370791"
"1029","22.49472167","88.39130333","1.69E+12","1.5010501","2.4829502","9.45705","4.4803501","1.008370791"
"1030","22.49472167","88.39130333","1.69E+12","1.7670001","2.226","9.945001","4.646000367","1.054345921"
"1031","22.49472167","88.39130333","1.69E+12","1.9060501","1.9939501","10.49295","4.797650067","1.105959608"
"1032","22.49472167","88.39130333","1.69E+12","1.72905","1.8240001","11.097","4.883350033","1.159841897"
"1033","22.49472167","88.39130333","1.69E+12","1.5870001","1.56105","10.24695","4.465000033","1.068905557"
"1034","22.49472167","88.39130333","1.69E+12","1.3429501","1.6140001","9.65295","4.203300067","1.006999144"
"1035","22.49472167","88.39130333","1.69E+12","1.056","2.028","9.351001","4.145000333","0.981292678"
"1036","22.49472167","88.39130333","1.69E+12","0.46905002","2.5210502","9.30795","4.099350073","0.984171343"
"1037","22.49472167","88.39130333","1.69E+12","0.40695003","2.5780501","9.226951","4.070650377","0.97747013"
"1038","22.49472167","88.39130333","1.69E+12","0.40695003","2.5780501","9.226951","4.070650377","0.97747013"
"1039","22.49472167","88.39130333","1.69E+12","0.61800003","2.3770502","9.05895","4.018000077","0.956778096"
"1040","22.49472167","88.39130333","1.69E+12","0.78495","2.358","9.117001","4.086650333","0.96326779"
"1041","22.49472167","88.39130333","1.69E+12","0.85695004","2.3770502","9.19095","4.14165008","0.971657661"
"1042","22.49472167","88.39130333","1.69E+12","0.63405","2.26005","9.78705","4.22705","1.02595321"
"1043","22.49472167","88.39130333","1.69E+12","0.804","2.18295","10.053","4.34665","1.051849945"
"1044","22.49472167","88.39130333","1.69E+12","1.116","2.00895","9.7900505","4.305000167","1.025093122"
"1045","22.49472167","88.39130333","1.69E+12","1.0390501","2.01105","9.58395","4.211350033","1.003837063"
"1046","22.49472167","88.39130333","1.69E+12","0.83595","2.2099502","9.483001","4.1763004","0.996220366"
"1047","22.49472167","88.39130333","1.69E+12","0.83595","2.2099502","9.483001","4.1763004","0.996220366"
"1048","22.49472167","88.39130333","1.69E+12","0.89295006","2.2360501","9.72","4.283000053","1.020772121"
"1049","22.49472167","88.39130333","1.69E+12","1.25205","2.0730002","9.651","4.325350067","1.014292973"
"1050","22.49472167","88.39130333","1.69E+12","1.1400001","2.1040502","9.50895","4.2510001","0.999535709"
"1051","22.49472167","88.39130333","1.69E+12","1.125","1.9890001","9.715051","4.276350367","1.017347449"
"1052","22.49472167","88.39130333","1.69E+12","1.06095","1.9249501","9.744","4.243300033","1.018228638"
"1053","22.49472167","88.39130333","1.69E+12","0.91905004","1.9920001","9.81105","4.240700047","1.024804157"
"1054","22.49472167","88.39130333","1.69E+12","0.97395","2.04405","9.708","4.242","1.016162048"
"1055","22.49472167","88.39130333","1.69E+12","1.0320001","2.1760502","9.687","4.2983501","1.017522221"
"1056","22.49472167","88.39130333","1.69E+12","1.0320001","2.1760502","9.687","4.2983501","1.017522221"
"1057","22.49472167","88.39130333","1.69E+12","1.09695","2.0710502","9.61995","4.262650067","1.009308089"
"1058","22.49472167","88.39130333","1.69E+12","1.1370001","2.013","9.438001","4.196000367","0.990523613"
"1059","22.49472167","88.39130333","1.69E+12","1.056","2.00895","9.47595","4.1803","0.993267508"
"1060","22.49472167","88.39130333","1.69E+12","1.116","2.04705","9.46905","4.2107","0.994073416"
"1061","22.49472167","88.39130333","1.69E+12","1.06095","2.085","9.56505","4.237","1.003769655"
"1062","22.49472167","88.39130333","1.69E+12","1.0530001","2.11395","9.76305","4.310000033","1.023918179"
"1063","22.49472167","88.39130333","1.69E+12","1.07505","2.04705","9.63405","4.25205","1.009951747"
"1064","22.49472167","88.39130333","1.69E+12","1.02195","2.0400002","9.555","4.205650067","1.001390962"
"1065","22.49472167","88.39130333","1.69E+12","1.02195","2.0400002","9.555","4.205650067","1.001390962"
"1066","22.49472167","88.39130333","1.69E+12","0.96000004","2.1070502","9.648001","4.238350413","1.011412298"
"1067","22.49472167","88.39130333","1.69E+12","0.9979501","2.0710502","9.65505","4.2413501","1.011720261"
"1068","22.49472167","88.39130333","1.69E+12","1.0510501","2.0400002","9.639001","4.243350433","1.010031902"
"1069","22.49472167","88.39130333","1.69E+12","1.11105","2.0040002","9.55305","4.222700067","1.001428346"
"1070","22.49472167","88.39130333","1.69E+12","1.0699501","2.0329502","9.588","4.2303001","1.005033896"
"1071","22.49472167","88.39130333","1.69E+12","1.0849501","2.025","9.547951","4.219300367","1.001064574"
"1072","22.49472167","88.39130333","1.69E+12","1.08","2.00895","9.639001","4.242650333","1.009702497"
"1073","22.49472167","88.39130333","1.69E+12","1.14405","1.98195","9.73005","4.28535","1.018913503"
"1074","22.49472167","88.39130333","1.69E+12","1.14405","1.98195","9.73005","4.28535","1.018913503"
"1075","22.49472167","88.39130333","1.69E+12","1.1539501","1.9920001","9.568951","4.2383004","1.003259515"
"1076","22.49472167","88.39130333","1.69E+12","1.12995","1.9729501","9.523951","4.208950367","0.998121923"
"1077","22.49472167","88.39130333","1.69E+12","1.0390501","1.9630501","9.58605","4.196050067","1.003057821"
"1078","22.49472167","88.39130333","1.69E+12","1.05795","1.9369501","9.75405","4.249650033","1.019431829"
"1079","22.49472167","88.39130333","1.69E+12","1.128","1.9300501","9.71805","4.258700033","1.016499395"
"1080","22.49472167","88.39130333","1.69E+12","1.1590501","1.9770001","9.559951","4.2320004","1.002120083"
"1081","22.49472167","88.39130333","1.69E+12","1.1179501","2.0329502","9.519","4.2233001","0.998741676"
"1082","22.49472167","88.39130333","1.69E+12","1.04595","1.9369501","9.612","4.198300033","1.005183323"
"1083","22.49472167","88.39130333","1.69E+12","1.04595","1.9369501","9.612","4.198300033","1.005183323"
"1084","22.49472167","88.39130333","1.69E+12","1.1010001","1.91805","9.670051","4.229700367","1.01118532"
"1085","22.49472167","88.39130333","1.69E+12","1.09695","1.9459502","9.66705","4.236650067","1.011395311"
"1086","22.49472167","88.39130333","1.69E+12","1.13505","1.9459502","9.65505","4.245350067","1.010640782"
"1087","22.49472167","88.39130333","1.69E+12","1.0680001","1.9800001","9.591001","4.2130004","1.004211092"
"1088","22.49472167","88.39130333","1.69E+12","1.02495","1.9579501","9.559951","4.180950367","1.000211199"
"1089","22.49472167","88.39130333","1.69E+12","1.01505","1.9339501","9.59595","4.181650033","1.003198702"
"1090","22.49472167","88.39130333","1.69E+12","1.1080501","1.8859501","9.651","4.215000067","1.008743737"
"1091","22.49472167","88.39130333","1.69E+12","1.11105","1.94895","9.700951","4.253650333","1.01498184"
"1092","22.49472167","88.39130333","1.69E+12","1.11105","1.94895","9.700951","4.253650333","1.01498184"
"1093","22.49472167","88.39130333","1.69E+12","1.128","1.95105","9.64395","4.241","1.009559085"
"1094","22.49472167","88.39130333","1.69E+12","1.1010001","1.968","9.538051","4.202350367","0.999082783"
"1095","22.49472167","88.39130333","1.69E+12","1.0489501","1.9729501","9.50205","4.174650067","0.995029438"
"1096","22.49472167","88.39130333","1.69E+12","1.128","1.9099501","9.684","4.240650033","1.012721191"
"1097","22.49472167","88.39130333","1.69E+12","1.1179501","1.9009501","9.78705","4.268650067","1.02267441"
"1098","22.49472167","88.39130333","1.69E+12","1.128","1.9099501","9.687","4.241650033","1.013019284"
"1099","22.49472167","88.39130333","1.69E+12","1.077","1.9530001","9.531","4.187000033","0.997805064"
"1100","22.49472167","88.39130333","1.69E+12","1.06095","1.9530001","9.6","4.204650033","1.004477503"
"1101","22.49472167","88.39130333","1.69E+12","1.06095","1.9530001","9.6","4.204650033","1.004477503"
"1102","22.49472167","88.39130333","1.69E+12","1.09905","1.9249501","9.672001","4.232000367","1.011493269"
"1103","22.49472167","88.39130333","1.69E+12","1.0890001","1.9339501","9.64395","4.222300067","1.00877192"
"1104","22.49472167","88.39130333","1.69E+12","1.077","1.95105","9.66705","4.2317","1.011274603"
"1105","22.49472167","88.39130333","1.69E+12","1.008","1.9560001","9.556951","4.173650367","0.999694521"
"1106","22.49472167","88.39130333","1.69E+12","1.01505","1.9729501","9.5119505","4.1666502","0.995646838"
"1107","22.49472167","88.39130333","1.69E+12","1.041","1.9990501","9.603001","4.214350367","1.005499495"
"1108","22.49472167","88.39130333","1.69E+12","1.0680001","1.9849501","9.72","4.257650067","1.017118063"
"1109","22.49472167","88.39130333","1.69E+12","1.1040001","1.9219501","9.687","4.237650067","1.012980381"
"1110","22.49472167","88.39130333","1.69E+12","1.1040001","1.9219501","9.687","4.237650067","1.012980381"
"1111","22.49472167","88.39130333","1.69E+12","1.065","1.9650002","9.6","4.210000067","1.004765185"
"1112","22.49472167","88.39130333","1.69E+12","1.07295","1.9579501","9.4470005","4.1593002","0.989525501"
"1113","22.49472167","88.39130333","1.69E+12","1.01505","2.016","9.462001","4.164350333","0.991589109"
"1114","22.49472167","88.39130333","1.69E+12","1.00995","1.9770001","9.615001","4.200650367","1.00590897"
"1115","22.49472167","88.39130333","1.69E+12","1.13205","1.9729501","9.80595","4.303650033","1.026128068"
"1116","22.49472167","88.39130333","1.69E+12","1.10595","2.00895","9.696","4.2703","1.015647755"
"1117","22.49472167","88.39130333","1.69E+12","1.06095","2.052","9.58395","4.2323","1.004935633"
"1118","22.49472167","88.39130333","1.69E+12","1.0819501","1.98195","9.471001","4.178300367","0.992503298"
"1119","22.49472167","88.39130333","1.69E+12","1.12995","1.9459502","9.604951","4.2269504","1.005608425"
"1120","22.49472167","88.39130333","1.69E+12","1.1710501","1.9579501","9.74895","4.292650067","1.020625896"
"1121","22.49472167","88.39130333","1.69E+12","1.16805","2.02095","9.639001","4.276000333","1.010969069"
"1122","22.49472167","88.39130333","1.69E+12","1.1850001","2.0659502","9.562051","4.271000433","1.004505281"
"1123","22.49472167","88.39130333","1.69E+12","1.1590501","2.0760002","9.517051","4.250700433","0.999954973"
"1124","22.49472167","88.39130333","1.69E+12","1.02495","2.07795","9.49995","4.20095","0.996780581"
"1125","22.49472167","88.39130333","1.69E+12","1.0180501","2.05605","9.55305","4.209050033","1.001497443"
"1126","22.49472167","88.39130333","1.69E+12","1.0390501","2.0299501","9.699","4.256000067","1.015645208"
"1127","22.49472167","88.39130333","1.69E+12","1.113","1.9369501","9.700951","4.250300367","1.014765322"
"1128","22.49472167","88.39130333","1.69E+12","1.1179501","1.9750501","9.739051","4.2773504","1.019366716"
"1129","22.49472167","88.39130333","1.69E+12","1.0870501","1.968","9.483001","4.179350367","0.993462939"
"1130","22.49472167","88.39130333","1.69E+12","0.94995004","2.09205","9.471001","4.171000347","0.993446874"
"1131","22.49472167","88.39130333","1.69E+12","0.9480001","2.14695","9.556951","4.217300367","1.003150355"
"1132","22.49472167","88.39130333","1.69E+12","1.0510501","2.0370002","9.591001","4.226350433","1.0052094"
"1133","22.49472167","88.39130333","1.69E+12","1.092","1.9579501","9.688951","4.246300367","1.013755211"
"1134","22.49472167","88.39130333","1.69E+12","1.029","1.9579501","9.757951","4.248300367","1.019928578"
"1135","22.49472167","88.39130333","1.69E+12","1.02705","1.9420501","9.62205","4.197050033","1.006081797"
"1136","22.49472167","88.39130333","1.69E+12","1.077","1.9530001","9.49695","4.175650033","0.994425727"
"1137","22.49472167","88.39130333","1.69E+12","1.0680001","2.0350502","9.6","4.2343501","1.006246092"
"1138","22.49472167","88.39130333","1.69E+12","1.02705","2.052","9.65295","4.244","1.011411247"
"1139","22.49472167","88.39130333","1.69E+12","1.0320001","2.0640001","9.62895","4.241650067","1.009338009"
"1140","22.49472167","88.39130333","1.69E+12","1.00995","2.0370002","9.59595","4.214300067","1.005262371"
"1141","22.49472167","88.39130333","1.69E+12","1.01505","1.9800001","9.5140505","4.1697002","0.996000693"
"1142","22.49472167","88.39130333","1.69E+12","0.9289501","1.9990501","9.706051","4.2113504","1.014599323"
"1143","22.49472167","88.39130333","1.69E+12","1.02495","2.016","9.9210005","4.320650167","1.037259048"
"1144","22.49472167","88.39130333","1.69E+12","1.10595","1.9920001","9.75405","4.284000033","1.021062207"
"1145","22.49472167","88.39130333","1.69E+12","1.0339501","2.04195","9.505051","4.193650367","0.996609384"
"1146","22.49472167","88.39130333","1.69E+12","1.00995","2.0680501","9.435","4.171000033","0.989974041"
"1147","22.49472167","88.39130333","1.69E+12","1.044","2.052","9.46395","4.18665","0.99286123"
"1148","22.49472167","88.39130333","1.69E+12","0.99405","2.0760002","9.574051","4.2147004","1.003755904"
"1149","22.49472167","88.39130333","1.69E+12","1.0030501","2.0370002","9.63195","4.2240001","1.008762054"
"1150","22.49472167","88.39130333","1.69E+12","1.0339501","2.0329502","9.72","4.2623001","1.017737428"
"1151","22.49472167","88.39130333","1.69E+12","1.1200501","1.9579501","9.8209505","4.299650233","1.027182835"
"1152","22.49472167","88.39130333","1.69E+12","1.0339501","2.05905","9.3490505","4.1473502","0.98152744"
"1153","22.49472167","88.39130333","1.69E+12","0.85005003","2.181","9.189","4.07335001","0.966611725"
"1154","22.49472167","88.39130333","1.69E+12","0.84300005","2.1760502","9.30405","4.107700083","0.977802889"
"1155","22.49472167","88.39130333","1.69E+12","0.94305","2.09205","9.588","4.2077","1.004973601"
"1156","22.49472167","88.39130333","1.69E+12","1.056","2.0329502","9.84195","4.310300067","1.030076285"
"1157","22.49472167","88.39130333","1.69E+12","1.06095","2.05605","9.80595","4.30765","1.027033421"
"1158","22.49472167","88.39130333","1.69E+12","1.07505","2.04705","9.580951","4.234350333","1.00468926"
"1159","22.49472167","88.39130333","1.69E+12","1.029","2.08995","9.49005","4.203","0.99610448"
"1160","22.49472167","88.39130333","1.69E+12","1.02495","2.0730002","9.63405","4.244000067","1.009960524"
"1161","22.49472167","88.39130333","1.69E+12","1.10595","2.061","9.612","4.25965","1.008408931"
"1162","22.49472167","88.39130333","1.69E+12","1.0180501","2.11395","9.592951","4.241650367","1.006699668"
"1163","22.49472167","88.39130333","1.69E+12","0.91695005","2.1000001","9.568951","4.195300383","1.003006415"
"1164","22.49472167","88.39130333","1.69E+12","0.89295006","2.02095","9.60795","4.17395002","1.00496606"
"1165","22.49472167","88.39130333","1.69E+12","0.915","2.013","9.63405","4.18735","1.007599309"
"1166","22.49472167","88.39130333","1.69E+12","1.0129501","2.0659502","9.63195","4.2369501","1.009476365"
"1167","22.49472167","88.39130333","1.69E+12","1.05795","2.08995","9.59595","4.24795","1.006903435"
"1168","22.49472167","88.39130333","1.69E+12","1.02195","2.08305","9.591001","4.232000333","1.005878014"
"1169","22.49472167","88.39130333","1.69E+12","0.99405","2.05605","9.64095","4.23035","1.009963725"
"1170","22.49472167","88.39130333","1.69E+12","0.9979501","2.04705","9.63405","4.226350033","1.009129199"
"1171","22.49472167","88.39130333","1.69E+12","0.97395","2.0680501","9.580951","4.207650367","1.004064701"
"1172","22.49472167","88.39130333","1.69E+12","0.984","2.061","9.591001","4.212000333","1.00501246"
"1173","22.49472167","88.39130333","1.69E+12","0.97395","2.04705","9.61995","4.21365","1.007486466"
"1174","22.49472167","88.39130333","1.69E+12","0.94995004","2.05395","9.75105","4.251650013","1.020407685"
"1175","22.49472167","88.39130333","1.69E+12","0.97695005","1.9920001","9.71805","4.22900005","1.016116075"
"1176","22.49472167","88.39130333","1.69E+12","0.99600005","2.01795","9.495001","4.16965035","0.994702516"
"1177","22.49472167","88.39130333","1.69E+12","0.94095004","2.11395","9.576","4.210300013","1.004240183"
"1178","22.49472167","88.39130333","1.69E+12","1.01505","2.0370002","9.526051","4.1927004","0.998384144"
"1179","22.49472167","88.39130333","1.69E+12","0.98205006","2.049","9.474","4.16835002","0.993135971"
"1180","22.49472167","88.39130333","1.69E+12","0.92700005","2.088","9.65505","4.223350017","1.011380858"
"1181","22.49472167","88.39130333","1.69E+12","1.0030501","2.04405","9.706051","4.251050367","1.016262732"
"1182","22.49472167","88.39130333","1.69E+12","0.9670501","2.0350502","9.604951","4.202350433","1.005676136"
"1183","22.49472167","88.39130333","1.69E+12","0.91905004","2.0640001","9.60795","4.197000047","1.006119062"
"1184","22.49472167","88.39130333","1.69E+12","0.90705","2.0710502","9.60795","4.195350067","1.006156444"
"1185","22.49472167","88.39130333","1.69E+12","0.96000004","2.05395","9.639001","4.217650347","1.009383574"
"1186","22.49472167","88.39130333","1.69E+12","1.02705","2.1040502","9.61695","4.249350067","1.008955929"
"1187","22.49472167","88.39130333","1.69E+12","0.91695005","2.025","9.65505","4.199000017","1.009953534"
"1188","22.49472167","88.39130333","1.69E+12","0.91905004","1.9750501","9.61995","4.171350047","1.005455074"
"1189","22.49472167","88.39130333","1.69E+12","0.90705","2.016","9.580951","4.168000333","1.00231204"
"1190","22.49472167","88.39130333","1.69E+12","0.9670501","2.05395","9.651","4.224000033","1.010644105"
"1191","22.49472167","88.39130333","1.69E+12","1.044","2.085","9.588","4.239","1.005858002"
"1192","22.49472167","88.39130333","1.69E+12","0.92205006","2.112","9.526051","4.186700353","0.999065756"
"1193","22.49472167","88.39130333","1.69E+12","0.91200006","2.1040502","9.66495","4.227000087","1.012566657"
"1194","22.49472167","88.39130333","1.69E+12","0.93900007","2.016","9.65505","4.203350023","1.009976965"
"1195","22.49472167","88.39130333","1.69E+12","0.9580501","2.00895","9.61695","4.194650033","1.006232739"
"1196","22.49472167","88.39130333","1.69E+12","1.0030501","2.112","9.696","4.270350033","1.016709426"
"1197","22.49472167","88.39130333","1.69E+12","0.97905004","2.112","9.59805","4.229700013","1.006760191"
"1198","22.49472167","88.39130333","1.69E+12","0.94095004","2.1040502","9.486","4.17700008","0.995106857"
"1199","22.49472167","88.39130333","1.69E+12","0.90705","2.1070502","9.526051","4.1800504","0.99881444"
"1200","22.49472167","88.39130333","1.69E+12","0.96495","2.05905","9.624001","4.216000333","1.008052438"
"1201","22.49472167","88.39130333","1.69E+12","0.9670501","2.052","9.58395","4.201000033","1.003950625"
