Lat,Long,Timestamp,Ax,Ay,Az,A_avg,A_gforce
22.49472167,88.39130333,1.69E+12,-2.35995,5.8630505,9.96195,4.488350167,1.20261739
22.49472167,88.39130333,1.69E+12,-2.35995,5.8630505,9.96195,4.488350167,1.20261739
22.49472167,88.39130333,1.69E+12,-1.9720501,4.7449503,9.306001,4.0263004,1.083627921
22.49472167,88.39130333,1.69E+12,-1.9720501,4.7449503,9.306001,4.0263004,1.083627921
22.49472167,88.39130333,1.69E+12,-1.9720501,4.7449503,9.306001,4.0263004,1.083627921
22.49472167,88.39130333,1.69E+12,-1.9720501,4.7449503,9.306001,4.0263004,1.083627921
22.49472167,88.39130333,1.69E+12,-0.84405005,3.6769502,7.80705,3.54665005,0.883871484
22.49472167,88.39130333,1.69E+12,-0.84405005,3.6769502,7.80705,3.54665005,0.883871484
22.49472167,88.39130333,1.69E+12,-0.84405005,3.6769502,7.80705,3.54665005,0.883871484
22.49472167,88.39130333,1.69E+12,-0.84405005,3.6769502,7.80705,3.54665005,0.883871484
22.49472167,88.39130333,1.69E+12,-0.84405005,3.6769502,7.80705,3.54665005,0.883871484
22.49472167,88.39130333,1.69E+12,-0.13800001,3.62505,6.87795,3.454999997,0.792660889
22.49472167,88.39130333,1.69E+12,-0.13800001,3.62505,6.87795,3.454999997,0.792660889
22.49472167,88.39130333,1.69E+12,-0.13800001,3.62505,6.87795,3.454999997,0.792660889
22.49472167,88.39130333,1.69E+12,-0.13800001,3.62505,6.87795,3.454999997,0.792660889
22.49472167,88.39130333,1.69E+12,-0.13800001,3.62505,6.87795,3.454999997,0.792660889
22.49472167,88.39130333,1.69E+12,-0.094950005,4.8289504,6.9289503,3.887650232,0.860977599
22.49472167,88.39130333,1.69E+12,-0.094950005,4.8289504,6.9289503,3.887650232,0.860977599
22.49472167,88.39130333,1.69E+12,-0.094950005,4.8289504,6.9289503,3.887650232,0.860977599
22.49472167,88.39130333,1.69E+12,-0.094950005,4.8289504,6.9289503,3.887650232,0.860977599
22.49472167,88.39130333,1.69E+12,-0.094950005,4.8289504,6.9289503,3.887650232,0.860977599
22.49472167,88.39130333,1.69E+12,-1.1839501,6.10305,8.6980505,4.539050133,1.089842355
22.49472167,88.39130333,1.69E+12,-1.1839501,6.10305,8.6980505,4.539050133,1.089842355
22.49472167,88.39130333,1.69E+12,-1.1839501,6.10305,8.6980505,4.539050133,1.089842355
22.49472167,88.39130333,1.69E+12,-1.1839501,6.10305,8.6980505,4.539050133,1.089842355
22.616055,88.45505333,1.69E+12,-1.38495,6.0810003,9.1050005,4.600350267,1.124994787
22.616055,88.45505333,1.69E+12,-1.38495,6.0810003,9.1050005,4.600350267,1.124994787
22.616055,88.45505333,1.69E+12,-1.38495,6.0810003,9.1050005,4.600350267,1.124994787
22.616055,88.45505333,1.69E+12,-1.38495,6.0810003,9.1050005,4.600350267,1.124994787
22.616055,88.45505333,1.69E+12,-1.38495,6.0810003,9.1050005,4.600350267,1.124994787
22.616055,88.45505333,1.69E+12,-2.35995,5.8630505,9.96195,4.488350167,1.20261739
22.616055,88.45505333,1.69E+12,-2.35995,5.8630505,9.96195,4.488350167,1.20261739
22.616055,88.45505333,1.69E+12,-2.35995,5.8630505,9.96195,4.488350167,1.20261739
22.616055,88.45505333,1.69E+12,-2.35995,5.8630505,9.96195,4.488350167,1.20261739
22.616055,88.45505333,1.69E+12,-2.35995,5.8630505,9.96195,4.488350167,1.20261739
22.616055,88.45505333,1.69E+12,-1.9720501,4.7449503,9.306001,4.0263004,1.083627921
22.616055,88.45505333,1.69E+12,-1.9720501,4.7449503,9.306001,4.0263004,1.083627921
22.616055,88.45505333,1.69E+12,-1.9720501,4.7449503,9.306001,4.0263004,1.083627921
22.616055,88.45505333,1.69E+12,-1.9720501,4.7449503,9.306001,4.0263004,1.083627921
22.616055,88.45505333,1.69E+12,-1.9720501,4.7449503,9.306001,4.0263004,1.083627921
22.616055,88.45505333,1.69E+12,-0.84405005,3.6769502,7.80705,3.54665005,0.883871484
22.616055,88.45505333,1.69E+12,-0.84405005,3.6769502,7.80705,3.54665005,0.883871484
22.616055,88.45505333,1.69E+12,-0.84405005,3.6769502,7.80705,3.54665005,0.883871484
22.616055,88.45505333,1.69E+12,-0.84405005,3.6769502,7.80705,3.54665005,0.883871484
22.616055,88.45505333,1.69E+12,-0.84405005,3.6769502,7.80705,3.54665005,0.883871484
22.616055,88.45505333,1.69E+12,-0.13800001,3.62505,6.87795,3.454999997,0.792660889
22.616055,88.45505333,1.69E+12,-0.13800001,3.62505,6.87795,3.454999997,0.792660889
22.616055,88.45505333,1.69E+12,-0.13800001,3.62505,6.87795,3.454999997,0.792660889
22.616055,88.45505333,1.69E+12,-0.13800001,3.62505,6.87795,3.454999997,0.792660889
22.616055,88.45505333,1.69E+12,-0.13800001,3.62505,6.87795,3.454999997,0.792660889
22.616055,88.45505333,1.69E+12,-0.094950005,4.8289504,6.9289503,3.887650232,0.860977599
22.616055,88.45505333,1.69E+12,-0.094950005,4.8289504,6.9289503,3.887650232,0.860977599
22.616055,88.45505333,1.69E+12,-0.094950005,4.8289504,6.9289503,3.887650232,0.860977599
22.616055,88.45505333,1.69E+12,-0.094950005,4.8289504,6.9289503,3.887650232,0.860977599
22.616055,88.45505333,1.69E+12,-0.094950005,4.8289504,6.9289503,3.887650232,0.860977599
22.616055,88.45505333,1.69E+12,-1.1839501,6.10305,8.6980505,4.539050133,1.089842355
22.616055,88.45505333,1.69E+12,-1.1839501,6.10305,8.6980505,4.539050133,1.089842355
22.616055,88.45505333,1.69E+12,-1.1839501,6.10305,8.6980505,4.539050133,1.089842355
22.616055,88.45505333,1.69E+12,-1.1839501,6.10305,8.6980505,4.539050133,1.089842355
22.616055,88.45505333,1.69E+12,-1.1839501,6.10305,8.6980505,4.539050133,1.089842355
22.616055,88.45505333,1.69E+12,-2.3170502,5.63595,9.82995,4.382949933,1.178949085
22.616055,88.45505333,1.69E+12,-2.3170502,5.63595,9.82995,4.382949933,1.178949085
22.616055,88.45505333,1.69E+12,-2.3170502,5.63595,9.82995,4.382949933,1.178949085
22.616055,88.45505333,1.69E+12,-2.3170502,5.63595,9.82995,4.382949933,1.178949085
22.616055,88.45505333,1.69E+12,-1.55805,4.8619504,9.739051,4.347650467,1.120911783
22.616055,88.45505333,1.69E+12,-1.55805,4.8619504,9.739051,4.347650467,1.120911783
22.616055,88.45505333,1.69E+12,-1.55805,4.8619504,9.739051,4.347650467,1.120911783
22.616055,88.45505333,1.69E+12,-1.55805,4.8619504,9.739051,4.347650467,1.120911783
22.616055,88.45505333,1.69E+12,-1.55805,4.8619504,9.739051,4.347650467,1.120911783
22.616055,88.45505333,1.69E+12,-0.66495,4.30695,8.97795,4.20665,1.017304553
22.616055,88.45505333,1.69E+12,-0.66495,4.30695,8.97795,4.20665,1.017304553
22.616055,88.45505333,1.69E+12,-0.66495,4.30695,8.97795,4.20665,1.017304553
22.616055,88.45505333,1.69E+12,-0.66495,4.30695,8.97795,4.20665,1.017304553
22.616055,88.45505333,1.69E+12,-0.66495,4.30695,8.97795,4.20665,1.017304553
22.616055,88.45505333,1.69E+12,-0.65295005,4.6470003,8.956051,4.316700417,1.030680376
